07/14/2013,93,50,5,13.451612903225806
07/15/2013,95,50,5,19.46315789473684
07/16/2013,82,60,5,22.682926829268293
07/17/2013,114,110,1,39.675438596491226
07/18/2013,92,80,3,26.82608695652174
07/19/2013,82,60,5,21.76829268292683
07/20/2013,71,50,-999,-21.154929577464788
07/21/2013,83,30,5,10.963855421686747
07/22/2013,102,70,5,22.372549019607842
07/23/2013,98,50,4,20.806122448979593
07/24/2013,91,70,5,28.483516483516482
07/25/2013,95,30,5,16.305263157894736
07/26/2013,90,50,5,19.9
07/27/2013,74,60,-999,-6.121621621621622
07/28/2013,72,50,-999,10.597222222222221
07/29/2013,94,60,-999,15.712765957446809
07/30/2013,84,45,1,21.75
07/31/2013,105,60,5,22.6
08/01/2013,92,30,5,15.380434782608695
08/02/2013,85,30,-999,1.7411764705882353
08/03/2013,89,50,5,15.292134831460674
08/04/2013,79,40,-999,5.886075949367089
08/05/2013,90,40,10,19.066666666666666
08/06/2013,103,70,5,23.145631067961165
08/07/2013,112,60,5,23.642857142857142
08/08/2013,83,30,3,17.83132530120482
08/09/2013,92,40,4,17.717391304347824
08/10/2013,97,50,5,18.762886597938145
08/11/2013,84,35,4,15.75
08/12/2013,95,40,10,20
08/13/2013,90,40,2,17.066666666666666
08/14/2013,101,50,5,23.366336633663366
08/15/2013,101,30,5,14.415841584158416
08/16/2013,82,40,5,12.182926829268293
08/17/2013,99,40,4,19.141414141414142
08/18/2013,15,30,-999,-115.53333333333333
08/19/2013,103,60,5,15.757281553398059
08/20/2013,76,40,5,18.105263157894736
08/21/2013,93,50,-999,11.96774193548387
08/22/2013,86,60,-999,-0.8488372093023255
08/23/2013,74,50,-999,1.3108108108108107
08/24/2013,89,20,5,11.382022471910112
08/25/2013,83,40,-999,5.734939759036145
08/26/2013,81,30,0,15.641975308641975
08/27/2013,72,20,5,12.180555555555555
08/28/2013,81,60,-999,5.074074074074074
08/29/2013,69,30,5,15.043478260869565
08/30/2013,67,10,5,9.925373134328359
08/31/2013,93,30,-999,3.3333333333333335
09/01/2013,99,40,-999,-3.909090909090909
09/02/2013,87,30,10,15.632183908045977
09/03/2013,79,10,2,7.518987341772152
09/04/2013,65,55,5,22
09/05/2013,76,60,5,15.68421052631579
09/06/2013,76,20,4,10.328947368421053
09/07/2013,62,45,2,17.241935483870968
09/08/2013,75,20,5,12.866666666666667
09/09/2013,79,20,4,10.632911392405063
09/10/2013,75,20,3,11.613333333333333
09/11/2013,76,12,5,9.921052631578947
09/12/2013,84,20,0,12.095238095238095
09/13/2013,84,20,4,12.130952380952381
09/14/2013,69,20,5,12.478260869565217
09/15/2013,75,45,-999,6.333333333333333
09/16/2013,93,20,3,11.46236559139785
09/17/2013,79,30,5,13.987341772151899
09/18/2013,74,20,5,11.621621621621621
09/19/2013,73,20,6,12.136986301369863
09/20/2013,7,30,8,15.571428571428571
09/21/2013,81,20,-999,-1.2592592592592593
09/22/2013,68,50,5,20.75
09/23/2013,83,45,-999,-10.457831325301205
09/24/2013,92,50,-999,0.4782608695652174
09/25/2013,73,20,5,11.246575342465754
